c_id,name,origin
C14044,"C25-Allenic-apo-aldehyde; (3S,5R,6R)-3,5-Dihydroxy-6,7-didehydro-5,6-dihydro-12'-apo-beta-caroten-12'-al",yellow
C21665,(L-Cysteinylglycine-S-yl)(1H-indol-3-yl)acetonitrile,yellow
C00988,2-Phosphoglycolate; Phosphoglycolic acid,yellow
C04748,Protein C-terminal S-farnesyl-L-cysteine methyl ester,yellow
C15780,"5-Dehydroepisterol; 5,7,24(28)-Ergostatrienol; Ergosta-5,7,24(28)-trien-3beta-ol",yellow
C00130,IMP; Inosinic acid; Inosine monophosphate; Inosine 5'-monophosphate; Inosine 5'-phosphate; 5'-Inosinate; 5'-Inosinic acid; 5'-Inosine monophosphate; 5'-IMP,yellow
C21860,"3-Demethylubiquinol; 3-Methoxy-6-methyl-5-(all trans-polyprenyl)benzene-1,2,4-triol; 3-Demethylubiquinol-n",yellow
C13550,"Cerebrosterol; 24-Hydroxycholesterol; Cholest-5-ene-3,24-diol; (24S)-24-Hydroxycholesterol; (24S)-Cholest-5-ene-3beta,24-diol",yellow
C03201,1-Alkyl-2-acylglycerol; 2-Acyl-1-alkyl-sn-glycerol,yellow
C15813,Adenylyl-[sulfur-carrier protein]; [Sulfur-carrier protein]-Gly-Gly-AMP,green
C04882,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-6-carboxy-L-lysyl-D-alanyl-D-alanine; UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine; UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-6-carboxy-L-lysyl-D-alanyl-D-alanine",blue
C16430,trans-Zeatin riboside monophosphate,yellow
C16521,"Isoprene; 2-Methyl-1,3-butadiene",yellow
C02249,"Arachidonyl-CoA; Arachidonoyl-CoA; (5Z,8Z,11Z,14Z)-Icosatetraenoyl-CoA",yellow
C20690,"1D-myo-Inositol 1,5-bis(diphosphate) 2,3,4,6-tetrakisphosphate",yellow
C02170,Methylmalonate; Methylmalonic acid,green
C09666,beta-Farnesene; (E)-beta-Farnesene,yellow
C20879,"Very-long-chain trans-2,3-dehydroacyl-CoA",yellow
C15915,"4,4-Dimethyl-5alpha-cholesta-8-en-3beta-ol",yellow
C15801,6-Deoxotyphasterol,yellow
C00252,Isomaltose; Brachiose,blue
C06103,6-Hydroxyhexanoic acid; 6-Hydroxyhexanoate,green
C04631,UDP-N-acetyl-3-(1-carboxyvinyl)-D-glucosamine; UDP-N-acetyl-3-O-(1-carboxyvinyl)-D-glucosamine; UDP-N-acetylglucosamine-3-O-pyruvateether; UDP-N-acetylglucosamine enolpyruvate; UDP-N-acetyl-3-O-(1-carboxyvinyl)-alpha-D-glucosamine,blue
C00030,Reduced acceptor; AH2; Hydrogen-donor; Donor,green
C00492,Raffinose; Melitose; Melitriose; Gossypose; 6G-alpha-D-galactosylsucrose,green
C01636,tRNA(Arg),yellow
C05294,"19-Hydroxytestosterone; 17beta,19-Dihydroxyandrost-4-en-3-one",yellow
C00603,(S)-Ureidoglycolate; (-)-Ureidoglycolate,yellow
C03547,omega-Hydroxy fatty acid,yellow
C02646,4-Coumaryl alcohol; 4-Hydroxycinnamyl alcohol; p-Coumaryl alcohol,yellow
C15781,24-Methylenecholesterol,yellow
C03461,"2-trans,6-trans-Farnesal; trans,trans-Farnesal; Farnesal; (2E,6E)-3,7,11-Trimethyl-2,6,10-dodecatrienal; (2E,6E)-Farnesal",yellow
C05828,Methylimidazoleacetic acid; Tele-methylimidazoleacetic acid; 1-Methyl-4-imidazoleacetic acid; 1-Methylimidazole-4-acetate; Methylimidazoleacetate,yellow
C15882,"2-Methyl-6-phytylquinol; 2-Methyl-6-phytyl-1,4-hydroquinone; 2-Methyl-6-phytylbenzene-1,4-diol; 2-Methyl-6-phytyl-1,4-benzoquinol",yellow
C04404,trans-4-Hydroxycyclohexanecarboxylate; trans-4-Hydroxycyclohexane-1-carboxylate,blue
C11389,(+)-Linalool; (S)-(+)-Linalool; (3S)-Linalool,yellow
C11868,Gibberellin A34,yellow
C02163,L-Arginyl-tRNA(Arg); L-Arginyl-tRNA,green
C04805,"5(S)-HETE; 5-Hydroxyeicosatetraenoate; 5-HETE; (6E,8Z,11Z,14Z)-(5S)-5-Hydroxyicosa-6,8,11,14-tetraenoic acid",yellow
C00502,D-Xylonate,blue
C00312,L-Xylulose; L-threo-Pentulose; L-Lyxulose,yellow
C11135,Androsterone glucuronide; Androsterone 3-glucuronide,yellow
C00705,dCDP; 2'-Deoxycytidine diphosphate; 2'-Deoxycytidine 5'-diphosphate,green
C09826,"Pinobanksin; 3,5,7-Trihydroxyflavanone",yellow
C06429,"(4Z,7Z,10Z,13Z,16Z,19Z)-Docosahexaenoic acid; 4,7,10,13,16,19-Docosahexaenoic acid; Docosahexaenoic acid; Docosahexaenoate; 4Z,7Z,10Z,13Z,16Z,19Z-Docosahexaenoic acid; (4Z,7Z,10Z,13Z,16Z,19Z)-Docosa-4,7,10,13,16,19-hexaenoic acid",yellow
C01571,Decanoic acid; Decanoate; Decylic acid; n-Capric acid,green
C01194,"1-Phosphatidyl-D-myo-inositol; 1-Phosphatidyl-1D-myo-inositol; 1-Phosphatidyl-myo-inositol; Phosphatidyl-1D-myo-inositol; (3-Phosphatidyl)-1-D-inositol; 1,2-Diacyl-sn-glycero-3-phosphoinositol; Phosphatidylinositol",yellow
C20700,"(E,E)-4,8,12-Trimethyltrideca-1,3,7,11-tetraene; (3E,7E)-4,8,12-Trimethyltrideca-1,3,7,11-tetraene; TMTT",yellow
C19590,"6-[2,3-Dihydroxy-1-(hydroxymethyl)propyl]-1,2-dihydro-7-hydroxy-9-methoxy-cyclopenta[c][1]benzopyran-3,4-dione",yellow
C16615,6-Methylthiopurine 5'-monophosphate ribonucleotide; 6-Methylthioinosine-5'-monophosphate,green
C06320,Precorrin 6X; Precorrin 6A,blue
C00546,Methylglyoxal; Pyruvaldehyde; Pyruvic aldehyde; 2-Ketopropionaldehyde; 2-Oxopropanal,green
C00061,FMN; Riboflavin-5-phosphate; Flavin mononucleotide,green
C01563,Carbamate; Carbamic acid; Aminoformic acid,green
C02990,L-Palmitoylcarnitine,yellow
C06201,"2,4-Dihydroxyhept-2-enedioate; 2,4-Dihydroxyhept-2-1,7-dioate; 2,4-Dihydroxyhept-2-enedioic acid",blue
C20769,"UDP-2-acetamido-2,6-dideoxy-beta-L-lyxo-4-hexulose; UDP-4-keto-N-acetyl-beta-L-rhamnosamine; UDP-4-keto-L-RhaNAc",blue
C05791,D-Urobilinogen,green
C18218,16-Hydroxypalmitate; 16-Hydroxypalmitic acid; 16-Hydroxyhexadecanoic acid; Juniperic acid,yellow
C00761,Coniferin,yellow
C06329,2-Chloromaleylacetate,yellow
C01629,Wax ester,yellow
C20752,2-Methylthio-N6-L-threonylcarbamoyladenine in tRNA; 2-(Methylsulfanyl)-N6-L-threonylcarbamoyladenine in tRNA; ms2t6A in tRNA,green
C06114,gamma-Glutamyl-beta-aminopropiononitrile; gamma-Glutamyl-3-aminopropiononitrile,green
C01477,"Apigenin; 4',5,7-Trihydroxyflavone; 5,7,4'-Trihydroxyflavone",yellow
C16276,epsilon-Carotene,yellow
C00526,Deoxyuridine; 2-Deoxyuridine; 2'-Deoxyuridine,green
C11554,"1-Phosphatidyl-1D-myo-inositol 3,4-bisphosphate; 1,2-Diacyl-sn-glycero-3-phospho-(1'-myo-inositol-3',4'-bisphosphate)",yellow
C03595,"8,11,14-Eicosatrienoyl-CoA; 8,11,14-Icosatrienoyl-CoA; (8Z,11Z,14Z)-Icosatrienoyl-CoA; (8Z,11Z,14Z)-Icosa-8,11,14-trienoyl-CoA",yellow
C05444,"3alpha,7alpha,26-Trihydroxy-5beta-cholestane; 5beta-Cholestane-3alpha,7alpha,26-triol",yellow
C11420,(5S)-6-Hydroxy-5-isopropenyl-2-methylhexanoate,blue
C00261,Benzaldehyde; Benzoic aldehyde,yellow
C00984,alpha-D-Galactose,green
C21017,2-(alpha-Hydroxypropyl)thiamine diphosphate; 2-Hydroxypropyl-ThPP,green
C04712,(7R)-7-(5-Carboxy-5-oxopentanoyl)aminocephalosporinate,yellow
C00275,D-Mannose 6-phosphate,green
C16677,all-trans-4-Hydroxyretinoic acid,yellow
C17213,Homomethionine; L-Homomethionine,green
C01205,(R)-3-Amino-2-methylpropanoate; (R)-3-Aminoisobutyrate; D-3-Aminoisobutanoate; (R)-beta-Aminoisobutyrate; (R)-3-Aminoisobutyric acid,green
C06032,"D-erythro-3-Methylmalate; (2R,3S)-3-Methylmalate",green
C19647,Epoxyqueuosine in tRNA,blue
C01744,Phloretate; Phloretic acid; 3-(4-Hydroxyphenyl)propanoate; 3-(4-Hydroxyphenyl)propionic acid,blue
C12632,Luteolin 7-O-[beta-D-glucuronosyl-(1->2)-beta-D-glucuronide]; Luteolin 7-O-beta-D-diglucuronide,green
C16613,6-Thiourate; 6-Thiouric acid,yellow
C05983,Propionyladenylate; Propionyl-adenosine monophosphate,green
C06311,Galactitol 1-phosphate; L-Galactitol 1-phosphate; D-Galactitol 6-phosphate,blue
C00236,"3-Phospho-D-glyceroyl phosphate; 1,3-Bisphospho-D-glycerate; (R)-2-Hydroxy-3-(phosphonooxy)-1-monoanhydride with phosphoric propanoic acid; D-Glycerate 1,3-diphosphate",green
C00416,"Phosphatidate; Phosphatidic acid; 1,2-Diacyl-sn-glycerol 3-phosphate; 3-sn-Phosphatidate",green
C04327,4-Methyl-5-(2-phosphooxyethyl)thiazole; 4-Methyl-5-(2-phosphonooxyethyl)thiazole; 5-(2-Hydroxyethyl)-4-methylthiazole phosphate; HET-P,green
C11947,"3-Hydroxy-2,6-dimethyl-5-methylene-heptanoyl-CoA",yellow
C01212,UDP-N-acetylmuramoyl-L-alanine; UDP-N-acetyl-alpha-D-muramoyl-L-alanine,blue
C03785,"D-Tagatose 1,6-bisphosphate",green
C16219,3-Oxostearoyl-[acp]; 3-Oxooctadecanoyl-[acp]; beta-Ketostearoyl-[acp]; 3-Ketostearoyl-[acp],green
C19574,4-(Methylnitrosamino)-1-(3-pyridyl)-1-butanol; NNAL,yellow
C01902,"Cycloartenol; 9beta,19-Cyclo-24-lanosten-3beta-ol",yellow
C00835,Sepiapterin,yellow
C12135,2'-Hydroxybiochanin A; Dehydroferreirin,yellow
C00294,Inosine,green
C00257,D-Gluconic acid; D-Gluconate; D-gluco-Hexonic acid,yellow
C05729,R-S-Cysteinylglycine; [L-Cysteinylglycine]-S-conjugate,green
C16635,5'-Deoxy-5-fluorocytidine,yellow
C00155,L-Homocysteine; L-2-Amino-4-mercaptobutyric acid; Homocysteine,green
C17335,"3beta,7alpha-Dihydroxy-5-cholestenoate; 3beta,7alpha-Dihydroxy-5-cholesten-26-oic acid",yellow
C16490,Kaempferol 3-O-beta-D-glucosylgalactoside; Panasenoside,yellow
C15966,3-Hydroxyechinenone,yellow
C06093,Gibberellin A12 aldehyde,yellow
C05623,"Isoquercitrin; Quercetin 3-O-glucoside; 2-(3,4-Dihidroxyphenyl)-3-(beta-D-glucofuranosyloxy)-5,7-dihydroxy-4H-1-benzopyran-4-one; Isotrifoliin",green
C17332,"7alpha,25-Dihydroxy-4-cholesten-3-one",yellow
C01530,Octadecanoic acid; Stearate; Stearic acid,yellow
C20701,But-3-en-2-one; But-1-en-3-one; Methyl vinyl ketone; Butenone,yellow
C00152,L-Asparagine; 2-Aminosuccinamic acid,green
C00258,D-Glycerate; Glycerate; (R)-Glycerate; Glyceric acid,green
C21386,L-Leucyl-L-arginyl-protein; N-Terminal L-leucyl-L-arginyl-[protein],blue
C01290,"Lactosylceramide; beta-D-Galactosyl-(1->4)-beta-D-glucosyl-(1<->1)-ceramide; beta-D-Galactosyl-1,4-beta-D-glucosylceramide; Gal-beta1->4Glc-beta1->1'Cer; LacCer; Lactosyl-N-acylsphingosine; D-Galactosyl-1,4-beta-D-glucosylceramide",green
C05439,"5alpha-Cholesta-7,24-dien-3beta-ol",yellow
C22159,[Glycine cleavage system H]-N6-octanoyl-L-lysine; [GcvH]-N6-octanoyl-L-lysine; [GCSH]-N6-octanoyl-L-lysine,green
C04877,"UDP-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-meso-2,6-diaminopimelate; UDP-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-meso-2,6-diaminoheptanedioate; UDP-N-acetyl-alpha-D-muramoyl-L-alanyl-gamma-D-glutamyl-meso-2,6-diaminoheptanedioate; UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-meso-2,6-diaminopimelate; UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-meso-2,6-diamino-heptanedioate",blue
C00931,Porphobilinogen,green
C00085,D-Fructose 6-phosphate; D-Fructose 6-phosphoric acid; Neuberg ester,green
C02051,Lipoylprotein; [H-protein]-lipoyllysine; [GCSH]-N6-lipoyl-L-lysine; [GcvH]-N6-lipoyl-L-lysine; [Glycine cleavage system H]-N6-lipoyl-L-lysine; [Glycine-cleavage complex H protein]-N6-lipoyl-L-lysine,green
C20693,Carlactone,yellow
C00227,Acetyl phosphate,blue
C00789,CDP-ribitol; CDP-L-ribitol; CDP 5-ester with D-ribitol,green
C16596,"5-Phenyl-1,3-oxazinane-2,4-dione",green
C04152,rRNA containing N1-methylguanine,blue
C05488,11-Deoxycortisol; Cortodoxone,yellow
C05819,Menaquinol; Reduced menaquinone; Vitamin K2 hydroquinone; Reduced vitamin K2,green
C05686,Adenylylselenate; Adenosine-5'-phosphoselenate,green
C02415,Histone-L-lysine,green
C15805,Guaiacyl lignin,yellow
C05625,"Rutin; 3-[[6-O-(6-Deoxy-alpha-L-mannopyranosyl)-beta-D-glucopyranosyl]oxy]-2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-4H-1-benzopyran-4-one; Quercetin 3-rutinoside; Rutoside; Phytomelin",yellow
C00740,D-Serine,yellow
C16389,"(6Z,9Z,12Z,15Z,18Z)-3-Oxotetracosapentaenoyl-CoA; (6Z,9Z,12Z,15Z,18Z)-3-Oxotetracosa-6,9,12,15,18-pentaenoyl-CoA",yellow
C02188,Protein lysine; Peptidyl-L-lysine; [Protein]-L-lysine,green
C14847,"3,4-Dihydro-3-hydroxy-4-S-glutathionyl bromobenzene",yellow
C00310,D-Xylulose; D-threo-Pentulose; D-Lyxulose,green
C06095,Gibberellin A44 diacid; Gibberellin A44 open lactone,yellow
C00689,"alpha,alpha'-Trehalose 6-phosphate; Trehalose 6-phosphate",green
C20374,Enoylglutaryl-[acp] methyl ester; Enoylglutaryl-[acyl-carrier protein] methyl ester,green
C15965,3'-Hydroxyechinenone,yellow
C05703,Methaneselenol; Methylselenol,green
C16837,4-Amino-1-piperidinecarboxylic acid,yellow
C11417,(3S)-6-Hydroxy-3-isopropenyl-heptanoate; 6-Hydroxy-3-isopropenylheptanoate,blue
C00354,"D-Fructose 1,6-bisphosphate",green
C20660,Wybutosine in tRNA(Phe),yellow
C05762,3-Oxohexadecanoyl-[acp]; 3-Oxohexadecanoyl-[acyl-carrier protein],green
C00352,D-Glucosamine 6-phosphate; D-Glucosamine phosphate,green
C01635,tRNA(Ala),blue
C05396,Lactose 6'-phosphate,blue
C04188,S-Methyl-5-thio-D-ribose 1-phosphate; S-Methyl-5-thio-alpha-D-ribose 1-phosphate; S-Methyl-5-thio-5-deoxy-D-ribose 1-phosphate,green
C20751,N6-L-Threonylcarbamoyladenine in tRNA; t6A in tRNA,green
C16578,Morphine-6-glucuronide,yellow
C00774,"Phloretin; 3-(4-Hydroxyphenyl)-1-(2,4,6-trihydroxyphenyl)propan-1-one",yellow
C00108,Anthranilate; Anthranilic acid; o-Aminobenzoic acid; Vitamin L1; 2-Aminobenzoate,green
C04088,Octadecanoyl-[acyl-carrier protein]; Stearoyl-[acyl-carrier protein],green
C00022,Pyruvate; Pyruvic acid; 2-Oxopropanoate; 2-Oxopropanoic acid; Pyroracemic acid,green
C01762,Xanthosine,green
C17322,tRNA containing 2-thiouridine; tRNA containing s2U,blue
C02962,D-Allose 6-phosphate,blue
C14801,"1-Nitro-5,6-dihydroxy-dihydronaphthalene; 1,2-Dihydro-5-nitro-1,2-naphthalenediol",yellow
C04425,S-Adenosyl-4-methylthio-2-oxobutanoate; S-Adenosyl-4-(methylsulfanyl)-2-oxobutanoate,green
C00249,Hexadecanoic acid; Hexadecanoate; Hexadecylic acid; Palmitic acid; Palmitate; Cetylic acid,green
C20863,5'-Phospho-[mRNA]; (5')pPur-mRNA,green
C00588,Choline phosphate; Phosphorylcholine; Phosphocholine; O-Phosphocholine,yellow
C08586,delta-Carotene,yellow
C04353,(Z)-4-Hydroxyphenylacetaldehyde oxime; (Z)-[4-Hydroxyphenylacetaldehyde oxime],yellow
C15646,1-(1-Alkenyl)-sn-glycero-3-phosphate,yellow
C03939,Acetyl-[acyl-carrier protein]; Acetyl-[acp],yellow
C11555,"1D-myo-Inositol 1,4,5,6-tetrakisphosphate; D-myo-Inositol 1,4,5,6-tetrakisphosphate; Inositol 1,4,5,6-tetrakisphosphate",yellow
C16311,12-Oxo-9(Z)-dodecenoic acid,yellow
C03231,3-Methylglutaconyl-CoA; trans-3-Methylglutaconyl-CoA; (E)-3-Methylglutaconyl-1-CoA,yellow
C12145,Phytoceramide; Ceramide II; N-Acyl-4-hydroxysphinganine; (4R)-4-Hydroxysphinganine ceramide,yellow
C00342,Thioredoxin; Reduced thioredoxin,green
C21937,"(8Z,11Z)-Icosadienoyl-CoA; (8Z,11Z)-Eicosadienoyl-CoA; 8Z,11Z-Eicosadienoyl-CoA",yellow
C03838,5'-Phosphoribosylglycinamide; GAR; N1-(5-Phospho-D-ribosyl)glycinamide; Glycinamide ribonucleotide; N1-(5-Phospho-beta-D-ribosyl)glycinamide,green
C15786,5alpha-Campestan-3-one; (24R)-5alpha-Ergostan-3-one,yellow
C03012,"Naphthalene-1,2-diol; 1,2-Naphthalenediol; beta-Naphthohydroquinone; 1,2-Dihydroxynaphthalene",yellow
C15606,"1,2-Dihydroxy-5-(methylthio)pent-1-en-3-one; 1,2-Dihydroxy-5-(methylsulfanyl)pent-1-en-3-one",yellow
C02356,(S)-2-Aminobutanoate; (S)-2-Aminobutanoic acid; (S)-2-Aminobutyric acid,yellow
C02477,alpha-Tocopherol; Vitamin E,yellow
C00221,beta-D-Glucose; beta-D-Glucopyranose,green
C01724,"Lanosterol; 4,4',14alpha-Trimethyl-5alpha-cholesta-8,24-dien-3beta-ol",yellow
C00517,Hexadecanal; Palmitaldehyde,yellow
C04260,O-D-Alanyl-poly(ribitol phosphate),blue
C01789,Campesterol,yellow
C21486,Thio-molybdenum cofactor,yellow
C15556,"L-3,4-Dihydroxybutan-2-one 4-phosphate; 1-Deoxy-L-glycero-tetrulose 4-phosphate; 2-Hydroxy-3-oxobutyl phosphate",green
C08590,"Zeinoxanthin; 3-Hydroxy-alpha-carotene; (3R,6'R)-beta,epsilon-Caroten-3-ol",yellow
C02218,Dehydroalanine; 2-Aminoacrylate; 2-Aminoprop-2-enoate,green
C00942,"3',5'-Cyclic GMP; Guanosine 3',5'-cyclic monophosphate; Guanosine 3',5'-cyclic phosphate; Cyclic GMP; cGMP",yellow
C05712,Cyanohydrin,green
C11583,4-Glutathionyl cyclophosphamide,yellow
C08362,(9Z)-Hexadecenoic acid; Palmitoleic acid; cis-9-Hexadecenoic acid; (9Z)-Hexadec-9-enoate,yellow
C03167,Phosphonoacetaldehyde; 2-Phosphonoacetaldehyde; 2-Oxoethylphosphonate,blue
C00305,Magnesium cation; Mg2+; Magnesium(2+); Magnesium ion,yellow
C11638,3-Amino-2-oxopropyl phosphate; 1-Amino-3-(phosphohydroxy)propan-2-one,blue
C16620,6-Methylthioguanosine monophosphate,yellow
C00593,Sulfoacetaldehyde; 2-Sulfoacetaldehyde; 2-Oxoethanesulfonate,blue
C01268,"5-Amino-6-(5'-phosphoribosylamino)uracil; 5-Amino-6-(ribosylamino)-2,4-(1H,3H)-pyrimidinedione 5'-phosphate; 5-Amino-6-(5-phosphoribosylamino)uracil",green
C00681,1-Acyl-sn-glycerol 3-phosphate; 2-Lysophosphatidate; Lysophosphatidate; Lysophosphatidic acid,green
C16540,7(1)-Hydroxychlorophyllide a,yellow
C05696,3'-Phosphoadenylylselenate; 3'-Phosphoadenosine-5'-phosphoselenate,green
C00323,"Caffeoyl-CoA; (2E)-3-(3,4-Dihydroxyphenyl)prop-2-enoyl-CoA",yellow
C06441,L-Xylulose 1-phosphate,blue
C02165,"Leukotriene B4; (6Z,8E,10E,14Z)-(5S,12R)-5,12-Dihydroxyeicosa-6,8,10,14-tetraenoate; (6Z,8E,10E,14Z)-(5S,12R)-5,12-Dihydroxyicosa-6,8,10,14-tetraenoate; LTB4",yellow
C14805,"1-Nitro-5-hydroxy-6-glutathionyl-5,6-dihydronaphthalene",yellow
C05290,"19-Hydroxyandrost-4-ene-3,17-dione; 19-Hydroxyandrostenedione",yellow
C05437,"Zymosterol; Delta8,24-Cholestadien-3beta-ol; 5alpha-Cholesta-8,24-dien-3beta-ol",yellow
C01233,sn-Glycero-3-phosphoethanolamine; Glycerophosphoethanolamine,yellow
C05199,Flavodoxin semiquinone,blue
C08601,Lutein; Xanthophyll,yellow
C03033,beta-D-Glucuronoside; O-beta-D-Glucuronoside; Glucuronide; beta-D-Glucuronide,yellow
C00198,"D-Glucono-1,5-lactone; Gluconic lactone; Gluconic acid lactone; 1,5-Gluconolactone; delta-Gluconolactone; D-Gluconolactone; Gluconolactone",blue
C18062,"TRIBOA-glucoside; 2,4,7-Trihydroxy-1,4-benzoxazin-3-one-glucoside; 2,4,7-Trihydroxy-2H-1,4-benzoxazin-3(4H)-one-glucoside; (2R)-4,7-Dihydroxy-3-oxo-3,4-dihydro-2H-1,4-benzoxazin-2-yl beta-D-glucopyranoside",yellow
C06503,"Hydrogenobyrinate a,c diamide; Hydrogenobyrinate diamide; Hydrogenobyrinic acid a,c-diamide",blue
C19607,"trans-5,6-Dihydro-5,6-dihydroxy-7,12-dimethylbenz[a]anthracene; trans-DMBA-5,6-dihydrodiol",yellow
C00012,Peptide,green
C00500,Biliverdin; Biliverdin IX alpha,yellow
C12627,Apigenin 7-O-neohesperidoside; Rhoifolin; Rhoifoloside,yellow
C20877,Very-long-chain 3-oxoacyl-CoA,yellow
C06178,1-Methylpyrrolinium; 1-Methyl-Delta(1)-pyrrolinium,yellow
C05589,L-Normetanephrine,yellow
C01117,Nucleoside 5'-phosphate,green
C20062,"2-(1,2-Epoxy-1,2-dihydrophenyl)acetyl-CoA",blue
C20267,4-Amino-5-aminomethyl-2-methylpyrimidine; Amino-HMP,yellow
C01242,[Protein]-S8-aminomethyldihydrolipoyllysine; [H-protein]-S-aminomethyldihydrolipoyllysine; S-Aminomethyldihydrolipoylprotein; [Glycine-cleavage complex H protein]-S-aminomethyl-N6-dihydrolipoyl-L-lysine; [GCSH]-S-aminomethyl-N6-dihydrolipoyl-L-lysine; [GcvH]-S-aminomethyl-N6-dihydrolipoyl-L-lysine,green
C15776,4alpha-Methylfecosterol,yellow
C20373,3-Hydroxyglutaryl-[acp] methyl ester; 3-Hydroxyglutaryl-[acyl-carrier protein] methyl ester,green
C05587,3-Methoxytyramine,yellow
C00093,sn-Glycerol 3-phosphate; Glycerophosphoric acid; D-Glycerol 1-phosphate,green
C00250,Pyridoxal,green
C01962,Thiocysteine; S-Mercapto-L-cysteine; L-Thiocysteine,green
C06481,L-Seryl-tRNA(Sec),green
C03492,D-4'-Phosphopantothenate; (R)-4'-Phosphopantothenate,green
C11542,Cobalt-precorrin 6; Cobalt-precorrin 6A,blue
C00498,ADP-glucose; ADP-alpha-D-glucose; Adenosine diphosphoglucose,green
C00630,2-Methylpropanoyl-CoA; 2-Methylpropionyl-CoA; Isobutyryl-CoA,green
C02000,Alkyl sulfate,yellow
C12455,5-Aminopentanal,green
C21754,Isonicotinoyl radical,yellow
C15797,"22alpha-Hydroxy-5alpha-campestan-3-one; (22S,24R)-22-Hydroxy-5alpha-ergostan-3-one",yellow
C00213,Sarcosine; N-Methylglycine,yellow
C18044,3beta-Hydroxypregn-5-en-20-one sulfate; Pregnenolone sulfate,yellow
C07712,"Secalciferol; 24(R),25-Dihydroxyvitamin D3; (24R),25-Dihydroxyvitamin D3; (3S,5Z,7E,24R)-9,10-Secocholesta-5,7,10-triene-3,24,25-triol",yellow
C05261,3-Oxotetradecanoyl-CoA,green
C01289,"N-Acetyl-D-glucosaminyldiphosphoundecaprenol; N-Acetyl-D-glucosaminyldiphospho-ditrans,octacis-undecaprenol; N-Acetyl-alpha-D-glucosaminyl-diphospho-ditrans,octacis-undecaprenol; Lipid I",blue
C06024,"3-Deoxy-D-manno-octulosonyl-lipid IV(A); KDO-lipid IV(A); 3-Deoxy-D-manno-octulosonyl-2',3',2',3'-tetrakis(beta-hydroxymyristoyl)-D-glucosaminyl-1,6-beta-D-glucosamine 1,4'-bisphosphate; alpha-Kdo-(2->6)-[lipid IVA]",green
C05502,22(R)-Hydroxycholesterol; (22R)-22-Hydroxycholesterol; 22beta-Hydroxycholesterol,yellow
C06509,Adenosyl cobinamide phosphate; Adenosylcobinamide phosphate,blue
C00007,Oxygen; O2,green
C01157,Hydroxyproline; L-Hydroxyproline; trans-4-Hydroxy-L-proline,yellow
C00235,Dimethylallyl diphosphate; 2-Isopentenyl diphosphate; Delta2-Isopentenyl diphosphate; Dimethylallyl pyrophosphate; DMAPP; Monoprenyl diphosphate; Prenyl diphosphate,yellow
C19859,"6-Methoxy-3-methyl-2-all-trans-polyprenyl-1,4-benzoquinol",green
C11543,Cobalt-dihydro-precorrin 6; Cobalt-precorrin 6B,blue
C03004,N-Hydroxy-L-tyrosine,yellow
C00229,Acyl-carrier protein; ACP; [Acyl-carrier protein]; Holo-[acyl-carrier protein],green
C00334,4-Aminobutanoate; 4-Aminobutanoic acid; 4-Aminobutyrate; 4-Aminobutyric acid; gamma-Aminobutyric acid; GABA,green
C04778,"N1-(5-Phospho-alpha-D-ribosyl)-5,6-dimethylbenzimidazole; alpha-Ribazole 5'-phosphate",blue
C00282,Hydrogen; H2,blue
C05933,N(omega)-Hydroxyarginine; N(omega)-Hydroxy-L-arginine,yellow
C20768,"UDP-2-acetamido-2,6-dideoxy-beta-L-talose; UDP-N-acetyl-beta-L-pneumosamine",blue
C02972,Dihydrolipoylprotein; [H-protein]-dihydrolipoyllysine; [GCSH]-N6-[(R)-dihydrolipoyl]-L-lysine; [GcvH]-N6-[(R)-dihydrolipoyl]-L-lysine; [Glycine cleavage system H]-N6-[(R)-dihydrolipoyl]-L-lysine,green
C00096,GDP-mannose; GDP-D-mannose; GDP-alpha-D-mannose,green
C07490,"Trichloroethanol; 2,2,2-Trichloroethanol",green
C02741,Phosphoribosyl-AMP; N1-(5-Phospho-D-ribosyl)-AMP; 1-(5-Phosphoribosyl)-AMP; 1-(5-Phospho-beta-D-ribosyl)-AMP,green
C00750,"Spermine; N,N'-Bis(3-aminopropyl)-1,4-butanediamine",yellow
C05235,Hydroxyacetone; Acetol; 1-Hydroxy-2-propanone; 2-Ketopropyl alcohol; Acetone alcohol; Pyruvinalcohol; Pyruvic alcohol; Methylketol,blue
C08591,beta-Cryptoxanthin,yellow
C00015,UDP; Uridine 5'-diphosphate,green
C21172,[Wnt]-L-serine,yellow
C16243,Cobalt-precorrin 5B,blue
C00004,NADH; DPNH; Reduced nicotinamide adenine dinucleotide,green
C04244,"6-Lactoyl-5,6,7,8-tetrahydropterin",yellow
C14874,Glutathione episulfonium ion,yellow
